,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
58662,7,120.52,1,0,2,0,1,1,0
40480,9,182.45,0,1,2,1,2,0,0
44958,10,185.94,1,0,2,0,1,1,0
30740,3,131.03,1,0,2,1,2,-1,0
39946,4,791.31,0,1,2,1,2,1,1
56698,6,277.94,1,1,2,1,1,0,0
49576,7,60.08,1,0,2,0,2,1,1
36113,7,215.78,1,0,1,1,2,1,0
19490,2,92.85,0,1,1,1,2,-1,0
34309,2,176.02,1,0,3,1,1,1,0
46421,3,546.68,1,0,1,1,2,1,0
13746,11,139.37,0,1,2,0,1,1,0
17115,4,279.28,0,1,2,0,1,-1,1
46100,12,250.55,0,1,1,1,1,1,0
20209,3,328.03,0,1,2,1,2,0,0
50740,3,193.7,0,1,2,0,1,0,0
55736,9,64.91,0,1,2,1,1,1,0
5488,8,294.61,0,1,2,1,2,0,0
1265,4,376.67,0,1,1,0,2,1,0
10593,5,29.99,0,1,3,1,1,1,0
1306,9,86.4,0,1,2,0,2,1,0
60193,5,186.2,1,0,1,0,2,1,1
45258,9,99.12,1,0,2,0,2,-1,0
37338,1,270.01,0,1,1,0,3,1,1
36893,7,47.78,1,0,1,1,1,1,0
28939,7,108.94,1,0,2,1,2,1,0
3416,2,626.27,1,1,3,1,1,-1,0
57679,12,488.01,0,1,1,1,1,-1,0
62191,2,561.13,0,1,1,1,1,0,0
12950,1,137.83,0,1,1,1,2,-1,0
41653,5,42.5,1,0,1,0,2,-1,0
4791,1,549.99,0,1,1,1,2,1,0
36643,5,125.6,0,1,1,1,2,1,0
33148,1,49.15,1,0,3,1,1,-1,0
30143,5,29.99,1,0,2,1,2,1,0
4027,8,543.7,1,0,1,1,2,-1,0
24863,10,287.51,1,0,2,0,2,-1,0
8224,9,37.06,1,0,1,1,2,-1,0
26650,4,29.99,1,0,3,0,1,0,0
45537,11,91.56,1,0,3,1,2,-1,0
20571,2,29.99,1,0,2,1,1,-1,0
2345,12,251.31,1,0,2,0,2,-1,0
49758,10,55.22,1,0,1,1,1,-1,0
13252,9,68.78,0,1,3,1,2,-1,0
55714,2,240.11,1,0,1,0,1,1,0
30256,10,40.72,1,0,1,1,1,-1,0
48411,7,445.07,1,0,1,0,1,-1,0
21597,10,29.99,0,1,1,1,1,1,0
62806,4,423.13,1,0,1,0,2,-1,1
48167,10,35.74,0,1,1,1,1,-1,1
198,10,36.28,1,0,2,1,1,0,0
39984,6,92.01,1,0,1,1,1,0,0
9902,1,157.61,0,1,1,0,2,1,1
5487,2,171.65,0,1,2,0,2,1,0
50451,3,69.62,0,1,3,0,2,0,0
2659,9,271.58,0,1,1,0,2,1,0
62184,9,50.22,1,0,2,0,2,0,0
5051,4,59.8,0,1,2,0,1,1,0
62120,1,938.34,0,1,1,1,2,1,1
46945,2,151.52,0,1,3,0,2,1,0
33357,1,187.15,0,1,3,0,1,-1,1
62586,1,243.25,1,0,2,0,2,-1,0
8504,2,230.48,0,1,1,1,3,-1,0
25113,7,167.06,0,1,1,0,1,0,0
56009,10,60.54,0,1,1,1,2,-1,0
37354,10,167.9,0,1,1,0,1,1,0
42668,8,244.52,0,1,2,1,1,1,0
24122,12,473.0,0,1,2,1,2,0,0
9636,11,247.07,1,1,1,1,1,1,1
8298,2,2027.95,1,1,3,1,1,0,0
23915,10,56.04,1,0,2,0,2,1,0
29074,10,142.67,1,0,2,1,2,0,0
32973,9,84.73,0,1,3,1,1,-1,1
21500,1,969.96,1,1,1,1,3,-1,0
19765,10,192.41,1,0,1,0,1,1,0
22063,8,74.38,0,1,1,0,1,1,0
37806,9,309.31,1,0,1,0,2,-1,0
50983,12,91.89,1,0,2,0,2,0,0
33901,12,58.27,0,1,2,0,2,-1,0
60878,1,76.58,1,0,2,1,2,0,0
1901,2,806.75,1,1,2,1,2,1,0
54468,4,443.43,0,1,1,1,3,0,0
50826,6,159.06,0,1,2,0,2,-1,0
42206,5,192.04,0,1,2,0,2,0,0
57364,5,144.74,0,1,2,0,1,-1,0
38342,1,179.04,0,1,1,1,1,0,0
11347,7,29.99,0,1,1,0,1,-1,0
16264,10,169.15,0,1,1,0,1,1,1
49130,9,198.17,1,0,1,0,2,1,0
718,3,314.67,1,0,3,1,1,0,0
14761,9,239.27,1,1,1,1,3,1,0
17192,1,407.48,1,0,3,1,1,1,0
5834,12,260.26,0,1,1,0,3,0,0
61876,8,31.5,0,1,1,0,2,1,0
43362,1,97.01,1,0,1,0,2,0,0
28408,10,122.45,0,1,2,1,2,1,0
5025,1,833.89,0,1,1,1,1,-1,1
31568,12,163.57,1,0,2,0,2,-1,0
51360,7,29.99,1,0,3,1,1,0,0
19705,10,29.99,0,1,3,1,2,0,0
36243,9,336.68,1,0,1,0,2,0,0
49531,3,47.07,1,0,2,1,1,-1,0
12191,2,350.11,0,1,1,0,1,-1,0
23179,11,204.66,1,1,2,1,3,0,0
19232,3,351.29,1,0,1,0,2,0,1
26620,7,92.12,0,1,1,1,1,0,0
59008,4,168.91,0,1,2,0,2,-1,0
15290,10,121.04,0,1,1,0,2,0,0
31732,4,212.29,0,1,3,0,1,1,0
32585,9,59.84,0,1,3,1,1,0,0
24177,9,288.48,0,1,1,0,3,0,0
16892,7,101.9,0,1,3,0,1,0,1
27623,1,362.02,0,1,2,0,3,-1,0
23161,7,74.29,1,0,2,1,2,1,0
20257,11,222.3,0,1,1,1,3,1,0
30784,2,29.99,1,0,2,1,2,1,0
57998,11,38.08,0,1,1,0,2,-1,0
14225,2,754.59,1,0,1,1,1,-1,0
47378,8,964.65,1,1,1,1,2,0,1
920,7,168.65,0,1,3,1,2,0,0
61874,4,100.49,0,1,1,0,2,-1,0
28762,9,301.71,1,0,3,0,2,-1,0
61747,9,333.52,0,1,2,0,2,0,0
39420,2,99.48,1,0,1,0,2,0,0
2465,1,841.76,1,1,1,1,1,1,0
10983,2,29.99,1,0,1,1,1,0,0
42042,9,50.45,1,0,1,1,1,-1,1
10920,7,84.63,1,0,1,0,1,0,0
33323,7,411.11,0,1,1,0,3,1,0
1921,2,33.51,0,1,1,1,2,1,0
46915,8,36.37,1,0,2,0,1,0,0
58764,3,126.52,0,1,2,1,2,0,0
19299,7,249.28,1,1,1,0,3,1,0
55966,10,423.94,1,1,2,0,1,1,0
27546,8,56.4,0,1,2,0,2,1,0
16908,8,111.43,1,0,1,0,2,0,0
37088,3,153.73,0,1,2,0,1,0,0
13986,9,420.77,1,0,3,0,3,-1,0
46595,9,79.32,0,1,3,1,1,-1,0
7902,9,112.44,0,1,3,0,1,0,0
34388,3,804.55,1,1,2,1,1,1,0
1925,12,143.94,0,1,2,0,1,0,0
55206,9,29.99,1,0,3,0,2,1,0
32592,6,125.06,1,0,1,0,1,-1,0
40916,6,383.65,1,1,2,0,1,-1,1
42142,10,148.79,1,0,1,1,2,0,0
5908,11,29.99,1,0,1,0,2,0,0
33130,3,29.99,1,0,2,0,1,0,0
38940,3,70.36,0,1,3,0,1,0,0
11563,2,683.82,1,0,1,1,3,1,1
6059,2,124.35,0,1,1,1,2,0,0
62950,9,42.81,0,1,2,0,2,0,0
52779,10,100.05,1,0,2,1,2,-1,0
20534,9,82.12,1,0,2,0,2,-1,1
29283,1,550.47,0,1,2,1,2,1,0
46208,5,82.81,1,0,1,1,1,0,0
15363,10,159.01,0,1,1,1,1,0,0
63819,1,176.12,1,0,1,1,1,1,1
60097,5,1037.2,1,1,1,1,2,-1,0
32992,12,234.74,0,1,2,0,1,1,1
47305,1,241.95,0,1,2,1,2,-1,0
50781,4,127.66,0,1,2,0,1,-1,1
17965,3,630.05,0,1,2,1,2,-1,0
8828,10,31.65,1,0,3,1,2,-1,0
12914,2,717.61,0,1,2,1,2,0,1
60371,1,605.04,1,1,2,1,2,1,0
47692,2,343.45,1,0,1,0,3,1,0
43762,9,29.99,0,1,3,0,1,0,1
57444,4,209.77,0,1,3,1,1,1,0
36988,10,120.53,0,1,2,1,2,1,0
24926,2,452.06,1,0,3,0,2,1,0
6363,3,555.52,0,1,2,1,3,-1,0
57529,1,55.64,0,1,2,0,2,-1,0
62900,12,178.0,1,0,2,0,1,1,0
10249,8,58.94,0,1,1,1,2,-1,0
14332,10,580.91,1,0,2,1,1,1,0
11934,12,29.99,0,1,1,1,1,1,0
11097,3,122.56,0,1,1,0,1,0,0
53130,7,29.99,1,0,1,1,1,0,0
32681,4,895.62,0,1,1,1,3,0,0
53143,6,29.99,1,0,2,1,2,-1,0
62139,5,282.76,0,1,2,1,3,-1,1
5198,6,242.34,1,1,1,0,2,0,1
2810,5,1526.68,1,1,2,1,2,-1,0
20804,5,184.91,0,1,1,0,1,0,0
61233,5,289.7,1,0,2,0,1,-1,0
56303,6,515.12,0,1,2,1,3,-1,0
62758,2,369.06,1,0,3,0,2,-1,0
56333,4,44.19,0,1,2,1,1,-1,0
36218,7,508.95,1,1,2,1,3,-1,0
14875,6,29.99,0,1,2,0,2,-1,0
14066,8,707.27,0,1,1,1,3,1,0
1255,1,681.66,1,0,1,1,1,-1,1
19598,6,486.88,1,0,3,0,3,1,1
44342,7,85.21,0,1,1,1,1,-1,0
25019,2,143.96,0,1,2,0,1,0,0
6462,7,69.12,0,1,1,1,2,0,1
51899,5,145.68,1,0,1,0,2,1,0
30668,2,45.37,0,1,2,0,1,1,0
36338,1,170.41,1,0,2,0,2,0,0
503,6,528.03,1,1,2,1,3,1,0
1879,1,177.71,1,0,2,1,2,1,0
5562,3,39.93,1,0,2,0,1,-1,0
46159,2,347.75,0,1,2,0,2,0,0
2956,3,124.49,1,0,1,1,1,1,0
32905,12,166.46,0,1,2,0,1,1,0
46081,1,136.78,1,0,1,0,1,-1,1
43563,5,283.04,1,0,1,1,2,1,0
30101,7,677.29,1,1,1,1,1,-1,1
33369,4,591.58,1,1,2,1,3,0,0
60186,2,205.56,0,1,2,0,1,0,0
32114,5,29.99,1,0,3,0,1,-1,0
45174,2,89.53,0,1,1,1,1,1,0
13021,5,498.82,1,0,2,0,1,-1,0
30022,2,762.2,1,1,1,1,1,1,0
7480,1,270.79,1,0,1,1,2,-1,0
11107,6,69.42,1,0,3,0,2,-1,0
43478,9,141.49,1,0,1,1,1,0,1
61927,1,143.37,1,0,2,1,1,0,0
61299,6,318.38,1,0,1,0,3,-1,0
30886,5,456.14,1,1,2,0,1,0,0
50237,3,55.74,1,0,2,0,2,0,0
50943,4,77.92,0,1,3,1,1,1,0
32148,2,29.99,0,1,1,0,1,0,0
40513,3,176.89,0,1,2,1,1,1,0
63926,4,47.7,0,1,2,1,1,0,0
27191,6,307.94,0,1,1,1,2,0,0
37131,1,364.12,1,1,2,0,3,0,0
13998,10,332.8,1,0,2,0,1,1,1
8929,9,71.92,1,0,2,0,2,-1,0
8575,8,140.84,1,0,1,0,2,1,0
27854,5,29.99,0,1,2,0,1,0,0
11528,5,183.73,0,1,2,0,1,0,0
63940,3,315.79,1,0,3,1,2,-1,1
259,8,43.16,0,1,2,1,2,0,0
25429,10,66.48,1,0,1,0,2,1,0
8166,9,108.95,1,0,2,1,2,0,0
30226,3,389.9,1,0,3,0,1,1,0
45038,11,126.98,0,1,1,0,2,0,0
37828,1,172.37,1,0,1,1,2,0,0
6796,6,480.6,1,0,1,1,1,1,1
46009,9,475.38,1,0,1,0,2,1,0
48026,5,29.99,0,1,2,1,1,1,0
15638,9,323.28,1,1,3,0,2,-1,0
48892,11,587.31,1,0,1,1,3,-1,0
30614,10,349.82,1,0,3,1,2,1,0
13043,2,29.99,1,0,1,0,1,1,0
57076,1,236.16,0,1,2,1,2,0,0
26634,10,159.95,0,1,1,1,1,-1,0
26475,8,29.99,1,0,2,1,2,1,0
17489,2,194.68,1,0,1,1,2,0,0
63280,1,29.99,1,0,2,1,1,1,0
46994,10,192.8,1,0,2,0,2,-1,0
1559,10,301.83,1,1,2,0,2,0,0
4936,9,732.93,0,1,3,1,3,-1,0
51061,7,150.79,1,0,2,1,1,-1,0
31629,1,76.7,0,1,2,1,1,0,0
47478,2,340.29,1,0,3,0,1,1,1
13133,12,64.58,0,1,2,1,2,1,0
36377,2,181.68,0,1,1,1,2,-1,0
52653,6,94.38,1,0,2,0,2,1,0
38345,1,693.16,1,1,1,1,2,-1,0
5089,5,104.63,1,0,2,0,1,1,0
16108,6,748.19,1,0,2,1,2,1,1
9088,8,205.81,0,1,1,1,1,1,0
1330,10,254.49,1,0,3,0,2,1,1
22375,7,474.27,0,1,2,0,2,0,0
23168,5,48.48,1,0,2,1,1,-1,0
48104,8,540.69,1,0,2,1,2,1,0
50782,9,62.17,1,0,2,0,1,1,1
6212,1,997.61,1,1,1,1,3,1,0
21849,10,29.99,0,1,1,1,1,1,0
7429,3,279.82,1,0,1,1,1,-1,0
17565,4,380.16,0,1,1,0,1,1,0
54363,12,83.57,1,0,3,0,2,0,1
38130,4,344.03,1,0,3,0,2,0,0
59638,1,722.29,1,1,1,1,1,0,0
61314,11,49.51,0,1,1,0,2,-1,0
21813,8,29.99,1,0,1,1,2,0,0
26256,3,125.46,1,0,2,0,1,0,0
40731,3,68.07,0,1,2,0,2,-1,1
43708,2,205.95,1,0,2,0,1,-1,0
2186,2,182.39,1,0,1,0,1,-1,0
13967,5,175.8,0,1,2,1,2,1,0
58803,8,41.57,1,0,1,1,2,-1,0
44768,1,29.99,1,0,1,0,1,0,0
31447,1,296.72,1,0,1,0,1,0,0
49007,1,547.76,1,0,2,1,3,1,0
14849,9,256.52,1,0,1,0,1,-1,0
3176,8,29.99,0,1,2,0,1,1,1
33687,8,241.81,0,1,3,0,2,-1,1
21677,3,49.19,0,1,2,1,2,0,0
43222,4,80.69,0,1,2,0,1,-1,1
31111,4,161.95,1,0,3,0,1,0,0
59935,12,257.82,1,0,2,0,1,1,1
27694,5,383.05,1,0,2,1,1,-1,0
4659,9,57.54,0,1,2,1,1,0,0
37414,2,95.08,0,1,2,0,2,0,0
13529,10,29.99,0,1,1,0,2,-1,0
30962,6,130.47,1,0,2,1,1,1,1
25228,3,667.53,0,1,3,1,3,0,0
32883,8,80.57,1,0,2,1,2,1,0
12434,9,301.91,1,1,1,0,1,1,0
19890,6,230.64,1,1,1,0,1,1,0
39868,2,71.8,0,1,2,1,2,1,0
14487,1,221.77,0,1,1,0,1,0,0
48436,6,277.48,1,1,3,0,2,1,0
60659,11,1014.47,1,0,3,1,3,-1,0
24887,10,194.01,1,0,3,1,1,1,0
49164,9,87.36,1,0,1,0,1,-1,0
7074,1,326.19,0,1,1,0,1,0,1
33614,9,105.74,1,0,1,0,1,-1,1
32680,6,415.74,1,1,1,0,1,-1,0
22646,1,304.75,0,1,2,0,3,-1,0
15873,9,117.24,0,1,3,1,2,0,0
53870,12,29.99,1,0,3,0,1,-1,0
417,6,32.17,1,0,2,1,2,-1,0
16215,2,232.59,0,1,3,1,1,-1,0
54662,6,317.26,1,1,2,0,3,1,0
21963,5,457.66,1,1,2,0,1,-1,0
2668,8,411.27,1,0,3,0,3,1,1
41145,2,81.64,0,1,1,1,2,0,0
34889,9,112.51,0,1,1,0,2,0,0
9336,3,480.78,1,1,2,0,1,-1,0
58047,10,56.92,1,0,2,0,1,1,0
49190,9,29.99,0,1,3,0,2,-1,0
43920,1,658.43,1,1,2,1,1,-1,1
11429,4,151.68,0,1,1,1,2,-1,0
8223,8,82.38,0,1,2,1,1,0,0
7935,9,29.99,1,0,1,0,2,1,0
9165,2,482.27,1,0,2,1,1,-1,1
2177,10,182.51,0,1,1,0,2,0,0
44499,1,48.85,1,0,1,0,2,1,0
18096,2,219.82,1,1,2,1,2,-1,1
16965,1,65.82,1,0,1,1,1,-1,0
26748,10,219.2,1,1,1,0,2,1,1
14931,9,56.24,1,0,2,1,1,-1,0
55160,2,1133.35,1,0,2,1,3,-1,0
37832,6,106.4,1,0,1,0,1,-1,1
44706,10,29.99,1,0,1,0,2,0,0
15432,9,149.21,0,1,2,0,1,0,0
26500,1,292.08,1,0,3,1,2,-1,1
63347,7,742.73,1,0,3,1,1,-1,1
22120,8,54.36,0,1,2,0,1,-1,0
24996,12,145.03,0,1,3,1,2,-1,0
55281,9,72.96,1,0,2,0,1,1,0
56730,5,36.01,0,1,2,0,1,1,0
19576,5,131.66,0,1,1,0,1,0,0
39808,10,42.77,0,1,2,0,2,-1,0
46888,11,440.25,1,0,3,0,3,0,0
14024,5,560.76,0,1,3,1,3,1,1
22186,8,56.05,0,1,2,1,2,-1,0
5788,10,332.09,1,0,2,0,2,-1,0
78,7,235.14,0,1,2,1,2,-1,0
19827,9,168.61,0,1,1,1,1,-1,0
63161,1,1259.69,0,1,2,1,2,-1,0
56393,6,137.94,0,1,1,1,2,0,0
31607,2,214.9,0,1,1,1,2,-1,0
31923,3,373.21,1,0,1,0,1,1,0
22537,3,65.57,0,1,2,1,2,1,0
57461,1,279.62,1,1,2,0,3,0,0
42805,2,53.85,0,1,3,0,1,-1,1
38035,9,29.99,1,0,2,0,2,0,0
37704,10,29.99,0,1,2,0,1,0,0
29616,11,237.79,1,0,1,0,1,0,0
36359,2,216.28,1,0,1,0,3,1,0
39647,3,127.94,0,1,1,1,2,1,0
61804,11,29.99,0,1,2,1,2,-1,0
54106,7,564.21,1,0,2,1,1,1,0
36646,5,29.99,0,1,1,1,2,-1,0
6673,5,156.13,1,0,2,0,1,0,0
39799,3,347.54,0,1,1,0,3,-1,1
6748,9,180.54,1,0,2,0,1,0,0
54995,1,85.91,1,0,1,0,2,-1,0
38073,1,106.27,1,0,2,1,2,0,0
22097,11,110.96,1,0,2,0,2,0,0
4403,11,134.91,1,0,2,1,1,0,0
12942,1,81.34,0,1,1,0,2,0,0
52694,2,333.38,0,1,1,0,2,0,0
61520,5,29.99,0,1,1,0,2,1,1
3029,1,29.99,1,0,1,0,1,-1,0
11657,2,270.28,0,1,1,1,2,-1,0
29275,11,29.99,0,1,3,1,2,-1,0
47332,1,301.92,0,1,1,1,3,0,0
62122,12,79.15,0,1,1,0,1,0,0
23345,9,666.15,1,0,2,1,2,-1,0
8399,9,53.58,1,0,3,0,1,1,1
55633,3,46.05,1,0,1,0,2,1,0
21151,4,610.55,1,0,3,1,3,0,0
11851,4,29.99,1,0,3,1,1,0,0
39211,1,891.13,1,1,2,1,1,-1,1
46248,9,69.15,0,1,1,1,2,-1,0
46296,4,69.1,1,0,2,0,2,1,0
31028,9,34.8,1,0,2,1,2,1,0
6863,6,29.99,0,1,1,0,1,1,0
33862,11,120.62,0,1,1,0,2,0,1
4137,5,222.88,0,1,1,1,1,-1,1
21025,12,110.89,0,1,1,0,1,1,1
25081,9,29.99,0,1,2,1,2,1,0
14923,2,99.15,0,1,1,1,2,-1,0
52819,1,186.1,0,1,3,0,1,1,0
27029,9,108.59,1,0,2,1,2,-1,0
63314,2,472.28,1,1,3,0,1,-1,0
29650,2,30.51,1,0,2,1,2,-1,0
10058,2,655.63,1,0,2,1,3,1,0
39528,10,314.39,0,1,1,1,3,1,0
26269,6,67.99,1,0,2,1,1,-1,1
47570,1,568.66,1,0,2,1,2,-1,1
41043,10,29.99,1,0,1,0,1,0,0
52913,2,51.06,0,1,2,0,2,0,0
34734,2,102.74,0,1,1,1,1,-1,0
61695,7,331.06,1,0,2,0,2,0,0
51093,10,39.71,0,1,1,0,2,1,0
10775,1,98.83,0,1,3,0,2,1,0
36253,12,103.87,1,0,3,1,2,0,1
31667,7,246.1,1,0,2,0,3,-1,0
52990,4,478.61,0,1,1,0,3,1,0
29908,8,345.57,1,0,1,1,3,-1,0
11221,8,693.63,1,1,2,1,1,1,0
30919,9,100.24,1,0,1,0,2,0,0
33784,3,84.39,1,0,2,1,2,1,0
54820,10,325.0,1,0,1,1,1,0,0
63443,4,362.08,0,1,1,0,1,1,0
16776,2,223.71,1,0,1,1,1,1,0
1549,2,204.3,0,1,1,1,1,-1,0
33698,3,117.4,0,1,2,1,2,0,1
33569,3,212.47,0,1,1,0,2,1,1
13201,1,992.95,0,1,1,1,2,0,0
1088,2,132.39,1,0,1,0,1,0,0
45527,9,44.56,0,1,1,1,1,1,0
47901,9,124.52,0,1,1,0,1,0,0
60412,5,48.34,0,1,3,0,1,0,0
40473,5,29.99,1,0,2,0,2,0,0
51291,10,305.96,1,1,2,0,1,-1,1
715,6,29.99,0,1,2,1,2,1,0
4210,8,247.63,0,1,2,1,3,0,0
11508,10,119.41,1,0,1,0,1,1,0
17984,1,140.46,1,0,2,0,1,1,0
17252,10,183.93,0,1,2,1,1,1,0
53307,4,966.12,1,1,1,1,3,0,0
11267,6,29.99,0,1,2,1,1,0,0
45277,4,58.43,0,1,2,1,1,0,1
4545,9,162.29,0,1,1,1,2,0,0
55938,5,29.99,0,1,3,1,1,1,0
36917,10,29.99,1,0,3,0,2,0,0
42845,2,385.16,1,0,3,0,1,-1,0
43084,3,133.18,1,0,1,0,1,-1,0
1546,2,377.69,0,1,3,0,2,0,0
39446,3,554.56,1,0,1,1,3,0,0
38463,6,368.67,1,0,2,0,1,1,0
59225,9,65.08,1,0,2,1,1,-1,0
3504,2,506.45,0,1,1,1,1,-1,0
50626,10,287.49,0,1,3,1,2,0,0
42897,3,108.84,1,0,1,0,2,0,0
38183,2,108.39,0,1,2,0,1,0,0
63180,4,741.47,1,0,2,1,2,-1,0
53204,1,29.99,0,1,1,1,1,1,0
36099,3,144.94,1,0,2,1,1,-1,0
12855,12,401.74,1,1,2,0,3,-1,0
2759,1,1024.79,1,0,1,1,3,0,0
57911,7,454.31,1,0,2,0,1,0,0
49587,5,658.25,1,1,2,1,3,1,0
59432,11,95.3,1,0,2,0,1,1,0
19161,3,29.99,1,0,2,1,2,-1,0
3389,3,30.9,1,0,3,0,1,1,0
39987,9,149.63,0,1,1,1,1,0,0
22107,6,104.18,1,0,1,1,2,0,0
32166,6,232.48,0,1,2,0,3,0,0
6437,4,212.42,1,0,1,0,2,-1,0
29067,5,255.56,0,1,2,0,1,0,0
46341,4,237.9,1,1,2,0,1,1,1
32733,1,558.1,1,0,1,1,3,1,0
657,9,34.72,0,1,1,1,2,0,0
41554,7,206.23,0,1,1,0,2,1,0
13533,2,471.51,0,1,1,0,2,1,0
5302,11,313.3,1,0,2,0,1,0,0
46766,11,201.55,0,1,2,1,1,1,0
50309,9,29.99,0,1,1,0,1,0,1
38403,2,251.85,1,0,3,1,1,1,1
11049,5,29.99,1,0,2,0,1,0,0
50356,5,413.79,1,0,2,0,2,-1,0
50596,2,285.4,0,1,1,0,1,-1,0
25801,7,368.32,0,1,1,1,2,0,0
2130,10,250.55,1,0,1,0,3,1,0
9000,7,817.54,1,0,1,1,1,-1,0
48591,10,111.49,0,1,1,0,1,0,0
7398,1,879.26,1,1,2,1,3,0,0
33861,10,119.95,0,1,2,0,1,0,0
48689,8,124.26,1,0,1,1,2,0,0
3366,7,106.6,1,0,2,1,1,1,0
34881,10,214.0,1,0,2,0,3,1,0
57909,9,29.99,1,0,2,1,2,0,0
57558,10,36.94,0,1,3,1,2,1,0
39010,6,666.69,1,1,1,1,2,-1,0
55246,6,77.13,0,1,1,1,1,-1,0
53608,9,105.5,1,0,2,0,1,1,0
48988,2,29.99,0,1,1,0,2,1,1
52883,10,310.07,0,1,1,1,1,-1,0
62351,5,29.99,1,0,1,1,1,-1,0
55664,10,241.11,0,1,1,1,1,-1,0
26153,2,285.27,1,0,1,0,2,-1,0
37816,12,92.3,1,0,2,1,1,1,0
61890,1,98.49,1,0,2,0,2,1,0
14584,7,29.99,0,1,2,0,1,-1,0
32393,7,29.99,1,0,1,0,2,1,0
23843,9,29.99,1,0,2,1,1,1,0
50381,5,435.0,0,1,2,0,3,-1,0
40843,10,287.09,0,1,2,0,2,1,0
30782,9,359.07,1,0,2,0,2,1,0
30727,2,796.54,1,1,2,1,3,1,0
45207,7,73.87,0,1,2,1,2,0,0
31969,9,201.42,1,0,2,0,2,1,0
8811,4,337.03,1,0,1,1,2,-1,0
32086,9,224.95,1,0,2,0,2,0,0
17238,12,29.99,0,1,2,0,1,-1,0
839,1,114.68,1,0,3,0,1,-1,0
3194,10,92.58,1,0,1,0,2,0,0
6451,8,74.78,0,1,1,0,2,0,0
13186,10,222.95,1,0,3,1,1,1,0
10293,6,217.1,1,1,1,1,1,-1,1
43474,2,591.15,1,0,2,1,1,-1,0
61772,10,216.73,1,0,2,1,1,-1,0
52610,10,79.95,0,1,2,1,2,0,0
60600,5,139.39,1,0,2,0,1,0,0
25722,6,895.54,1,1,3,1,2,1,0
21195,7,29.99,1,0,1,1,1,0,0
31958,6,518.8,1,0,2,1,2,-1,0
24679,10,82.27,0,1,2,0,1,0,0
58093,9,397.5,1,1,3,0,2,1,0
29599,7,72.95,0,1,1,0,1,0,0
56176,11,29.99,0,1,1,1,1,-1,0
59383,10,94.93,1,0,1,1,1,0,0
52752,4,712.23,0,1,2,1,1,0,0
23846,6,424.32,0,1,2,0,1,1,0
23823,2,146.6,1,0,1,0,1,0,0
2701,4,357.07,0,1,1,0,1,0,1
4522,6,29.99,1,0,2,1,1,0,0
9099,3,1047.96,1,1,2,1,1,0,1
52407,8,29.99,0,1,1,0,1,-1,0
26780,7,204.22,1,1,1,0,1,-1,1
17709,3,790.89,0,1,1,1,1,-1,0
5956,9,29.99,1,0,2,1,1,0,0
61145,3,681.01,1,0,2,1,1,0,0
41298,3,38.11,0,1,1,1,1,0,0
15323,11,85.71,0,1,2,1,1,0,0
24045,9,319.88,0,1,1,0,1,0,0
23544,1,54.66,1,0,1,0,1,-1,0
12067,3,256.01,0,1,1,1,2,0,0
47591,10,29.99,1,0,2,0,1,0,0
40082,7,290.51,0,1,1,1,2,0,1
7036,10,269.92,1,1,1,0,1,1,0
746,2,225.35,1,0,2,0,2,0,0
43626,5,71.67,0,1,1,0,2,0,0
57789,7,75.33,1,0,2,1,2,-1,0
39389,3,132.23,0,1,1,1,1,1,0
23596,5,612.39,1,1,1,1,2,1,0
32085,3,29.99,1,0,1,0,1,0,0
41152,10,190.41,1,0,2,0,1,1,0
51670,6,30.64,1,0,2,1,1,0,0
45600,6,79.86,1,0,3,1,2,1,1
58563,10,83.37,1,0,2,1,1,0,0
43689,6,56.75,0,1,1,1,2,1,0
37221,6,29.99,1,0,1,1,1,1,0
2828,1,126.64,1,0,1,1,1,0,0
27762,2,218.45,0,1,3,0,1,1,1
50872,1,77.08,0,1,2,1,2,1,0
24762,4,227.09,0,1,2,0,1,-1,0
61586,7,29.99,0,1,1,1,1,0,0
47666,7,153.73,0,1,1,0,1,1,0
2303,4,315.69,1,0,2,0,2,0,0
46047,6,464.08,0,1,1,0,1,1,0
10314,1,81.63,1,0,1,0,1,1,0
60947,1,160.94,0,1,2,1,2,-1,0
47387,12,41.39,0,1,3,1,2,-1,0
32801,2,93.43,0,1,1,1,2,-1,0
40671,1,71.15,0,1,2,0,1,0,0
54852,10,183.54,0,1,1,1,2,0,0
46418,3,323.83,1,1,1,0,1,-1,1
59674,1,254.9,0,1,2,0,3,1,0
29666,1,463.81,0,1,2,1,3,-1,0
54353,10,122.67,1,0,3,1,2,0,0
771,1,1311.69,1,1,1,1,3,1,0
29251,5,39.02,0,1,1,0,2,0,0
55421,2,169.99,1,0,1,0,1,0,0
55853,10,309.21,0,1,2,0,2,-1,0
8145,6,151.33,0,1,3,1,1,-1,1
8276,10,29.99,1,0,1,0,2,-1,0
60158,10,29.99,0,1,1,1,1,0,0
60526,2,464.22,1,0,1,0,3,-1,0
62389,10,247.28,0,1,3,0,3,1,0
6079,5,34.32,0,1,1,0,2,0,0
51037,10,42.29,1,0,3,0,2,-1,0
53326,10,53.93,0,1,1,0,1,1,0
3986,4,65.41,0,1,2,1,2,1,0
54506,3,29.99,1,0,1,0,2,1,0
54343,10,29.99,0,1,1,0,1,1,0
43655,9,29.99,0,1,2,0,2,-1,0
60163,8,316.27,1,0,1,0,3,-1,0
